essay_id,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,predicted_score,vocab_level

17983,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,26.8

17984,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,52.0

17985,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,25.2

17986,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,40.5

17987,2,1,2,3,3,2,2,2,0.0,1.0,0.0,1,4.2

17988,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,29.0

17989,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.4

17990,2,1,2,3,3,3,2,2,0.0,1.0,0.0,1,13.8

17991,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,19.0

17992,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,21.9

17993,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.1

17994,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,9.9

17995,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.8

17996,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,27.0

17997,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,1.8

17998,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,10.8

17999,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.5

18000,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.6

18001,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.8

18002,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,25.5

18003,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,1.4

18004,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.4

18005,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.8

18006,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,35.0

18007,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.9

18008,2,1,2,2,3,2,2,2,1.0,0.0,0.0,1,4.3

18009,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,39.8

18010,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,15.0

18011,0,1,2,3,3,2,3,2,0.0,0.0,1.0,0,32.6

18012,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.8

18013,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,6.9

18014,1,1,2,2,3,3,2,2,0.0,1.0,0.0,0,9.5

18015,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,16.6

18016,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,49.4

18017,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,35.8

18018,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.8

18019,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.9

18020,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.0

18021,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,33.8

18022,1,1,2,3,3,2,2,2,0.0,0.0,1.0,0,23.5

18023,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,42.4

18024,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,28.0

18025,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.2

18026,1,1,3,2,3,2,2,2,0.0,1.0,0.0,0,15.6

18027,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,14.4

18028,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,23.5

18029,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,-2.7

18030,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.9

18031,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,0.5

18032,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.9

18033,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,32.3

18034,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,38.2

18035,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,14.4

18036,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,25.1

18037,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,11.9

18038,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,16.0

18039,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,5.3

18040,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.6

18041,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.5

18042,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,8.5

18043,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.2

18044,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.8

18045,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,4.5

18046,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,15.0

18047,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.6

18048,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.0

18049,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,36.2

18050,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.2

18051,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,23.8

18052,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.4

18053,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,25.6

18054,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.9

18055,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,29.4

18056,2,1,2,3,3,2,2,2,0.0,1.0,0.0,1,13.6

18057,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,16.1

18058,2,1,2,2,3,2,3,2,0.0,1.0,0.0,1,15.9

18059,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.1

18060,1,1,2,2,3,2,3,2,0.0,0.0,1.0,0,17.5

18061,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.8

18062,1,1,2,2,3,2,3,1,0.0,0.0,1.0,0,23.7

18063,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.4

18064,0,1,2,2,3,2,2,1,0.0,1.0,0.0,0,11.6

18065,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,31.8

18066,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,16.6

18067,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.8

18068,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,38.1

18069,0,1,3,2,3,2,2,2,0.0,0.0,1.0,0,23.2

18070,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.8

18071,1,1,2,2,2,2,2,1,0.0,0.0,1.0,0,31.9

18072,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,21.4

18073,1,1,2,3,3,2,3,2,0.0,0.0,1.0,0,15.8

18074,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,17.3

18075,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.1

18076,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,22.2

18077,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,4.1

18078,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.6

18079,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,20.4

18080,2,1,2,2,3,2,2,2,1.0,0.0,0.0,1,4.5

18081,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.4

18082,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.0

18083,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,17.3

18084,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.6

18085,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,44.8

18086,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,34.1

18087,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,17.9

18088,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,23.8

18089,2,1,2,2,3,3,2,1,0.0,0.0,1.0,1,27.3

18090,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.4

18091,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,12.8

18092,0,1,2,3,3,2,2,2,0.0,0.0,1.0,0,21.8

18093,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.0

18094,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,14.2

18095,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,5.1

18096,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.0

18097,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.0

18098,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.3

18099,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.2

18100,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,14.5

18101,0,1,3,2,2,2,2,2,0.0,0.0,1.0,0,16.1

18102,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.6

18103,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,10.6

18104,1,1,2,2,3,3,2,2,0.0,1.0,0.0,0,10.8

18105,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,30.8

18106,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,66.7

18107,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,4.6

18108,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.1

18109,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,10.5

18110,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,64.9

18111,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,20.4

18112,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,32.6

18113,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.4

18114,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.7

18115,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,1.8

18116,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,34.6

18117,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.0

18118,0,1,3,2,3,2,2,2,0.0,0.0,1.0,0,10.7

18119,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0,5.9

18120,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,2.8

18121,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.3

18122,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,29.9

18123,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,5.0

18124,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,3.6

18125,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,15.0

18126,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,6.7

18127,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.8

18128,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.2

18129,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.9

18130,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.7

18131,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.8

18132,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,27.7

18133,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,28.6

18134,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,44.0

18135,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.2

18136,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,8.4

18137,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,30.1

18138,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,10.1

18139,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,-0.3

18140,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.7

18141,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,26.0

18142,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,19.7

18143,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.6

18144,1,1,2,2,3,2,3,2,0.0,0.0,1.0,0,17.9

18145,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,57.9

18146,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,40.9

18147,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,6.9

18148,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,15.1

18149,0,1,3,2,3,2,2,2,0.0,1.0,0.0,0,6.7

18150,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,4.8

18151,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,1.9

18152,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.3

18153,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.1

18154,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,41.5

18155,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.8

18156,2,1,3,2,3,3,2,2,0.0,0.0,1.0,1,31.5

18157,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.2

18158,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.6

18159,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,23.6

18160,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.3

18161,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,49.5

18162,2,1,2,2,3,2,3,2,0.0,1.0,0.0,1,13.3

18163,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.3

18164,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.2

18165,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,15.6

18166,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,7.7

18167,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,63.9

18168,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.8

18169,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,31.5

18170,1,1,2,3,3,2,2,2,0.0,0.0,1.0,0,38.4

18171,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.7

18172,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,15.0

18173,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.0

18174,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,34.5

18175,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,4.2

18176,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,-2.6

18177,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.1

18178,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.0

18179,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.3

18180,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,26.1

18181,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.5

18182,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,8.0

18183,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,44.8

18184,0,1,3,2,3,2,2,2,0.0,0.0,1.0,0,37.0

18185,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.0

18186,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.5

18187,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,21.4

18188,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.7

18189,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,15.8

18190,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,9.5

18191,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,-0.5

18192,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,45.1

18193,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.0

18194,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,38.0

18195,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.2

18196,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,14.5

18197,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,5.6

18198,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.4

18199,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,13.9

18200,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,28.5

18201,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.9

18202,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.9

18203,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,26.4

18204,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,27.0

18205,1,1,2,2,3,2,3,2,0.0,0.0,1.0,0,15.1

18206,0,1,2,2,2,2,2,2,0.0,0.0,1.0,0,16.3

18207,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,27.7

18208,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,16.8

18209,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,23.7

18210,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,15.9

18211,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,9.4

18212,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.3

18213,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,21.6

18214,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.9

18215,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,19.8

18216,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.0

18217,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.8

18218,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.5

18219,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.1

18220,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.9

18221,0,1,3,2,3,2,2,2,0.0,0.0,1.0,0,25.3

18222,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.8

18223,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,15.1

18224,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,15.3

18225,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.7

18226,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.3

18227,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.1

18228,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,23.2

18229,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.4

18230,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,13.2

18231,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.0

18232,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,21.2

18233,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.3

18234,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,20.6

18235,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,32.0

18236,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.1

18237,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,54.8

18238,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,4.2

18239,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,44.6

18240,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,26.7

18241,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.0

18242,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,39.5

18243,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,16.2

18244,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.2

18245,1,1,2,2,3,3,2,2,0.0,1.0,0.0,0,14.8

18246,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.2

18247,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.2

18248,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.0

18249,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,12.6

18250,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,12.2

18251,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,21.9

18252,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,8.6

18253,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,0.9

18254,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.0

18255,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,35.1

18256,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,26.3

18257,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.6

18258,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,11.4

18259,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.3

18260,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.4

18261,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.2

18262,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.1

18263,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.6

18264,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,22.0

18265,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.1

18266,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,15.6

18267,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.3

18268,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,1.4

18269,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.2

18270,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0,9.2

18271,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.9

18272,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,2.9

18273,1,1,2,3,3,2,2,2,0.0,0.0,1.0,0,51.5

18274,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,18.7

18275,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.9

18276,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.0

18277,1,1,2,3,3,3,3,2,0.0,0.0,1.0,0,24.9

18278,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,25.4

18279,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,16.5

18280,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,3.4

18281,1,1,3,3,3,2,2,2,0.0,0.0,1.0,0,30.8

18282,1,1,2,3,3,2,2,2,0.0,1.0,0.0,0,6.8

18283,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.4

18284,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,10.9

18285,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.6

18286,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,-0.4

18287,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.6

18288,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.5

18289,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,28.7

18290,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,8.3

18291,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,9.0

18292,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,38.0

18293,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,21.3

18294,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,2.4

18295,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.5

18296,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,5.6

18297,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.7

18298,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,48.7

18299,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.7

18300,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,17.2

18301,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,49.3

18302,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.9

18303,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.9

18304,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.0

18305,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,2.1

18306,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,30.8

18307,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,37.4

18308,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,27.9

18309,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.3

18310,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,11.0

18311,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,22.9

18312,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,22.1

18313,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,0.5

18314,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,16.4

18315,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.0

18316,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,15.9

18317,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.2

18318,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.2

18319,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.3

18320,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.2

18321,1,1,2,3,3,2,2,2,0.0,1.0,0.0,0,4.2

18322,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,25.8

18323,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,11.1

18324,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,21.6

18325,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.0

18326,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,16.5

18327,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,15.6

18328,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,38.3

18329,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,10.7

18330,2,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.8

18331,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.7

18332,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,23.2

18333,2,1,2,2,3,3,2,2,0.0,1.0,0.0,1,8.8

18334,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,28.8

18335,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,16.6

18336,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,18.0

18337,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,15.4

18338,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,24.2

18339,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,35.9

18340,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,22.8

18341,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.0

18342,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.1

18343,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,11.4

18344,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,15.5

18345,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,32.5

18346,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,18.6

18347,1,1,3,2,3,2,2,2,0.0,1.0,0.0,0,7.4

18348,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.5

