Id,EssaySet,Score1,Score2,EssayText
5221,3,1,1,panda koala similar eat panda eat almost not bamboo koala eat eucalyptus leave almost Ecclus python differ eat almost Anyah stay alive inform ending specie florida bay
5016,3,2,2,panda specialist mean dine bamboo koala much thing eat eucalyptus leave anim differ python article author talk generalist mean python live almost anywhere world panda koala howel
8815,4,0,0,signific word invars tri find introduce way stop spread python
18079,7,2,2,rosa care sister really want know what wrong want help situate rosa said anna wrong feel okay also talk grandpa move away hard
6465,3,1,1,panda china similar koala australia panda koala live warm climate eat leave main differ python feed Allix anim eat leave bamboo
8603,4,1,1,term invars import describe anim exact might say people overreact invars specie biologist convince well impose havoc biodivers area invade paragraph
23004,9,0,0,inform us harmful space junk
5241,3,1,1,author say koala australia panda china example specialist basic native one area eat certain diet anim differ python python example generalist python almost live anywhere generalist specie abound rather harm differ panda koala
8777,4,0,1,word invars mean anim specie easily adapt surround make new home human bring area differ
17153,7,1,1,one trait identify rose care person want dad back job family live happily
6770,3,1,1,panda china similar koala australia most harmless anim differ python python harm example python swallow Allix relic way put explode mean python capable eat human being harm make differ
9668,4,1,0,invars import word article since author use word describe snake reptile word show invade instead pest word invars also show author basic opinion
24737,9,2,2,author excel job order inform article begin attent getter open paragraph grab reader attent grab telescope look sky move describe topic article space junk clear disable object become piece high tech junk follow paragraph explain space junk come one control dead satellite run risk colloid article close danger space junk bit space debris present serious problem
5326,3,0,0,panda tend eat not bamboo relate koala australia koala eat one specif food Ecclus well eucalyptus panda koala differ python prone survive almost climate panda live specif china koala australia python abound
24674,9,1,1,would say author organ passage way import came first passage space junk talk satellite began last passage little bit big deal
21620,8,2,2,story gift paul find inform mr leonard never told found former track star broke record college freshman remind paul push work harder
18307,7,2,2,rose care deeply sister despite hopeless feel tri make sister anna feel better situate line say part help paul finish college get good job anna pay go college despite intern struggle rose pretend thing work give sister sens hope
21720,8,1,0,paul realise mr leonard relate situate mr leonard paul boat mr leonard college flunk mr leonard ask name track paul thought weird got stop time week remember name epic puzzle put together realise want go path mr leonard gone
17860,7,2,2,one trait rose care ask sister ok anna walk room rub eye
6686,3,1,1,panda china similar koala bear australia need one type food source stay one place python migrate land gone deep deal florida high delaware
9560,4,1,2,invars mean anim came place differ use came example u fish wildlife service block macing import commerce attract anim import commerce attract anim place like madagascar also call anim invars specie macing felt unfair felt python best thing everglade
20133,8,2,2,background inform chang paul view mr leonard know help mr leonard read mr leonard teach hurdle sort compend paul eye paul feel motive end story mr leonard like mani way feel achieve cometh like done college
16958,7,1,2,feel weigh help family really want anymore also want anyon know feel want hurt family feel weigh help family rose answer told truth would hurt aunt probabl aunt would tell mother
20203,8,1,1,effect paul posit way gave paul better understand mr leonard help
23924,9,0,1,author organize article take event Collison
9001,4,1,2,article python conoid invars reptile argue term invars specie unfair rather conoid python great introduct new environ howel python argue invars big threat biodivers eat mani anim
8083,4,0,0,signific word invars pass judgement rest paragraph say think invars pass judgement think relate story
6779,3,1,1,panda china koala bear australia specialist eat native food thrive without human panda eat almost not bamboo like koala bear eat eucalyptus Ecclus two differ generalist python thrive best around human
17621,7,0,0,base story read patient trait use describe rose although heavy load shoulder take stress other sister came room calm ask okay rose sister civil convert aunt despite stress feel rose patient person
6604,3,1,1,panda china similar koala australia harmless creature panda eat almost not bamboo koala bear eat eucalyptus leave almost Ecclus differ python eat scare people python eat human get Chanc panda koala harmless python harm
24146,9,1,1,author organ article say frist article space junk soviet union laugh frist artifice satellite author organ article Evey well
9360,4,1,0,signific word invars article invars refer reptile danger reptile author state govern overestim threat pose invars reptile mean danger
6018,3,2,2,panda china similar koala australia way eat almost not one plant panda eat bamboo koala eat eucalyptus panda koala differ python python eat most anim article said snake ending five specie florida key
8335,4,1,1,use word Eneas article prove reptile danger example story say python swallow Allix whole Allix human
21289,8,1,0,paul find mr leonard good track runner made exit ask happen mr leonard tell good student paul could relate paul realize
17560,7,2,2,rose like hurt anybody talk anna want make anna feel better tell dad back get better job pay anna college aunt ask felt weigh situate want tell aunt truth hurt also think aunt Polab tell mom hurt mom
21708,8,2,2,paul feel mr leonard hidden couldnt read either paul could help mr leonard become better read time paul train huddle background inform help paul understand mr leonard come paul feel come problem might felt two come problem together
20626,8,2,1,paul learn mr leonard past bit move realize though become good hurdle need learn read become like mr leonard also realize educ come athlete paul relate current situate say mot mr leonard word familiar knew well feel embarrass call upon read aloud know answer everyone els knew paul decide mr leonard done favor help reach goal excel cometh man given time help excel cometh sudden realize could line paul realize need excel academy help mr leonard process
6783,3,1,1,china panda australia koala similar eat survive plant couldnt find plant would die unlike python swallow Allix whole said article
17604,7,0,0,state story rose kept nod may life would get easier rose felt urgent need relate dream expos
9111,4,1,0,article term invars specie unfair invars pass judgement invars specie uncheck nature predate major threat biodivers life earth alway move around mani invars specie undergo lag prolific
6638,3,1,1,bear family like eat meat like python hunt food
9670,4,1,1,word invars article signific people differ point anim people think good idea introduce anim other think bad possible danger idea
5203,3,1,1,panda china similar koala australia b c panda eat bamboo koala eat eucalyptus leave differ python b c python eat rat show panda koala plant eater python meat eater
9675,4,0,0,word invars article mean danger brought country govern estime threat pose invars reptile appar danger
23297,9,1,2,author start article simple introduct grab reader attent funny refer author slowly goe import debris float around space next paragraph article start inform reader space junk clear myth example story even fact exact orbit earth keep article main purpose flow idea lead true fact amount debris orbit earth great amount last paragraph meant leave reader think actual go space us
17879,7,0,0,convert family aunt Polab ask rose feel weigh help family answer knew rose would hurt aunt aunt would probabl go tell mom
23387,9,1,1,author split article section get attent get serious give fact
5951,3,1,1,panda koala australia china infang kept pet differ arent pet like python
20714,8,2,2,mr leonard told college day paul want coach train good coach paul felt mr leonard told past abl read paul want work hard know read could go college run track
6421,3,1,1,panda china eat bamboo koala eat eucalyptus leave python eat Anyah small mous large Allix
8753,4,0,0,believe word invars describe word play role descript snake
6000,3,0,1,panda china similar koala australia specialist differ panda eat almost not bamboo australia koala eat eucalyptus leave almost Ecclus differ python assist teacher python live anywhere florida australia
21462,8,2,2,learn mr leonard good athlete good student paul way read struggle homework paul go help mr leonard
5429,3,0,0,panda china panda australia similar specialist python differ generalist unlike specialist thing abound local bamboo eucalyptus generalist eat Anyah most mean specialist stay nature habitat generalist move around live anywhere
8861,4,1,1,word invars use lot use word describe reptile invade article multiple story reptile one song said mani shock see Allix python mouth reptile take eat every
23594,9,2,2,author organ article give differ section article till let know specif inform space junk example section till crash cours author share inform Collison two satellite go mile per hour
8132,4,0,0,signific word invars rest article python really risk pet danger would kind hard survive us today
5449,3,2,2,china panda australia koala bear similar really much vegetarian article say china panda eat almost not bamboo australia koala bear eat eucalyptus leave differ python python eat mani thing python everglade caught eat Allix
6766,3,2,2,panda china similar koala australia herbivora differ python python eat almost Anyah example crocodile cometh even attempt eat
23219,9,1,0,tell us orbit junk goe tell us what space give us inform
17608,7,0,0,rose overwhelm convert aunt Polab admit feel tie every family use
23372,9,1,1,let know paragraph go bought let know space junk first goe deeper article get serious final conclude start fact
24250,9,1,1,author organ article put hook first grab telescope look sky comet meteor proceed tell brief history move talk actual topic space junk
8944,4,0,0,word invars article mean push pet anim article say invars specie unfair introduce
5829,3,0,0,panda china koala australia similar specialist specie anim need stabile little chang live panda eat most bamboo koala eat most eucalyptus leave differ python generalist specie python abl adapt chang enviro local food supply unlike panda koala
18698,7,0,0,trait rose bail suppress problem reassure other
24343,9,2,2,author organizes article well author use introduct get point across good job explain space junk really increase space research follow section crash cours explain space junk caus collis orbit next section emphase damage space junk caus space craft research satellite end also well thought restation problem show increase problem like article thought well organ author
5688,3,2,2,panda china koala australia similar specialist panda eat bamboo koala eat eucalyptus leave anim differ python python generalist python abl adapt new environ southern usa specialist howel unlike generalist cant adapt new environ rely cometh environ
5117,3,1,1,panda koala one type food eat python eat almost Anyah mean survive almost unlike panda need bamboo eat koala need eucalyptus leave food grow every
6761,3,2,1,accord article panda china similar koala australia specialist howel differ python python live anywhere mean adapt differ environ panda koala cannot survive without certain source
6303,3,0,0,panda china koala australia similar specialist p differ python python generalist
5486,3,1,0,panda similar koala dont eat meat leave tree story state specialist china panda eat almost not bamboo differ python python eat meat dont eat plant leave
19959,8,0,0,effect paul mr leonard matter smart play sport best still care school
20635,8,2,2,paul know like abl read feel empathy mr leonard decide help
8085,4,1,1,signific invars controversy whether anim harm society therefor invars introduce society Anyah neat
23613,9,1,1,author organ article super kind problem put category also discuss differ type space problem
24441,9,1,1,introduct goe detail space junk really actual harm way even though garbagy may small effect
4955,3,1,1,panda koala similar part specialist specie most eat one food source panda bamboo koala eucalyptus leave total differ specie python
20960,8,2,2,effect paul mr leonard like except never learn read paul know Chanc make cometh get extra help unlike mr leonard
8203,4,0,2,signific invars describe pet come govern believe invars anim tool new land macing feel new anim introduce new region word use order describe two differ view point one invars land view part introduct
23386,9,2,2,author begin orbit junk describe clutter space junk orbit author describe space junk space junk crash cours author tell danger fragment free orbit satellite orbit around earth final author tell deal satellite hard import keep thing way quit long time safe
5788,3,1,1,china panda australia koala similar bear specialist focus eat one food panda bamboo koala eucalyptus panda bear koala bear differ cobra cobra generalist panda bear koala bear
24630,9,1,1,author article organ article like profession inform article include attent get introduct along inform section teem fact also use subtitle article organ detail inform
18563,7,2,2,rose care brother sister think thing go hill since father left mother work time focus family instead work get enough money help older brother want tell aunt truth thought would hurt aunt understand thing rough difficult grow cambodia
18098,7,1,1,first convert seen cancer yet also seem like mind Aneth place like foci
8690,4,0,0,word invars signific article anim get invade live every certain climate like panda koala
17802,7,1,1,dur rose convert anna sound like feel understand pappa away home look anna help family
23929,9,1,2,first talk launch space craft space junk talk risk dead satalit run last talk little peace trash junk big deal could damage space craft
18329,7,2,2,rose consider paragraph heist tell aunt truth unsure hurt
23089,9,2,2,author organ article way grab attent begin tell little background inform third author transit talk dead satellite run risk colloid final author conclude say trash space big deal need cometh
8993,4,0,0,invars mean invade cometh
5072,3,2,1,panda china similar koala australia eat one thing specif panda eat bamboo koala eat eucalyptus make differ python python eat almost Anyah example eat mice rat reptile bird
17415,7,1,1,rose response say school gone straight restaur work four hour shift show responsibility posit hold family
6493,3,1,1,panda similar koala australia much similar differ differ eat differ food one travel florida intort outer space differ phyton vicious anim
9797,4,1,1,signific word invars mean specie spread around high rate article explain danger include example python spread across u eat differ anim kill
21475,8,0,0,make paul quiet mr leonard quit run track field pule paper show start ask mr leonard question way could comprehend happen
20561,8,2,2,begin story paul trouble school read difficult pick last team sport hall monitor mr leonard decide help paul coach hurdle paul get background inform monitor surprise find coach freshman college meter hurdle nation broke record problem mr leonard drop college fail read well either like paul school difficult give love college would accept paul move decide get mr leonard tutor could reapply college live dream
17877,7,0,0,one trait think describe rose base convert anna aunt Polab overwork story aunt Polab ask rose feel weigh help family think quot story show overwork
9781,4,1,1,word invars signific article article two side one believe anim invars one feel introduce invars major threat biodivers would happen nature barrier remove hand example robroy macing believe anim wonder introduct
6184,3,0,1,panda china differ koala australia panda eat almost not bamboo koala eat eucalyptus leave almost Ecclus differ python python generalist panda koala specialist
20577,8,2,2,could feel mr leonard feel felt need help cometh help paul go teach read
21272,8,2,2,suparis fact pull document mr leonard accomplish show confuse paul mr leonard seem happy see printout turn mr leonard great hurdle best student read
8462,4,0,0,think say like specie look
8945,4,2,1,word invars import article describe reptile kept house pet python escape caus disturb article say invars specie found america could ruin bio divers invars creature warn danger popular
9749,4,1,0,word invars mean anim popular breed become popular along cope coral
6299,3,0,0,panda koala live one type food panda eat bamboo koala eat eucalyptus leave python adapt surround eat ever find live one type food
18434,7,0,0,rose timid show convert either kept quiet speak much
24532,9,1,1,organ way grab author attent time subject space junk order least danger danger thing last till little bit big deal
23139,9,1,1,talk nasa space garbagy space satellitic dont even work anymore stay space every els goe space stay
17416,7,0,0,rose feel like weigh help family rose ask momma weigh look walk away ignore
18007,7,0,0,busy school work help make dinner also say would squeeze write flawless three thousand word essay
4988,3,1,2,panda koala similar specialist eat pretty much one type plant differ python python generalist eat almost Anyah also python invars panda koala
17766,7,2,2,rose care person one reason care line want hurt family tell truth truth rose feel weigh help proved family
20178,8,0,1,background inform help paul relic want ot become good athlete even better student like
5186,3,1,1,panda china similar koala australia b c type bear like stay tree eat one type food bamboo eucalyptus differ python b c python eat meat like anim eat plant leave also python reptile mammal
8613,4,1,1,word invars use neat describe way certain anim brought new area rob Roy maclnn prefer call introduce say invade unfair article word invars refer python florida
21636,8,2,2,mr leonard hidden past affect paul make curious paul want know mr leonard would want keep accomplish secret figure mr leonard read empathy decide start train although end walk back toward school suggest paul go teach mr leonard read
17098,7,2,2,one trait describe rose care other one detail support answer rose decide tell aunt Polab truth feel weigh possible hurt
8071,4,1,1,word invars signific article author use word invars describe anim immigr new environ even tittle one man pet Aneth invars specie import article
24198,9,2,2,author organ article put till differ matter address space junk describe talk inform reader crash cours collis satellite space junk orbit earth last least little bit big deal state various instant Tini debris harm biggest object due speed travel danger space junk author let reader know part
8647,4,1,1,signific word invars suppos python everglade meant probabl damage environ
23285,9,2,2,thing happen happen space junk crash courselittl bit big death way know passage go go talk also know till passage tri figure Aneth reason original story differ section
5159,3,0,0,panda china similar koala australia specialist mean favor stabile see anim use chang stick food source panda eat almost not bamboo koala eat eucalyptus leave almost excuse panda koala differ python python generalist generalist favor chang unlike panda koala python adapt various climate
18467,7,0,0,rose seem like would drama certain time said lonesome papa seem like gone year reality gone four month found paragraph sentence
18051,7,1,0,rose show understand people thought talk sister tri show understood sister felt talk aunt understood life cambodia much differ
23030,9,0,0,author organ article well introduct attent grab make people want read enter thing learn go space lot inform article organ way make interest read
6309,3,1,1,panda china koala australia similar eat one thing Ecclus howel accord article differ python python generalist eat one food
17057,7,0,0,one trait would bail think deeply come idea make special treat
24199,9,1,1,label section story go keep dont jump topic Anyah
9080,4,1,1,invars python attack eat lot thing crocodile like article tri spread around first invade area get eat expand around u
23605,9,2,2,first author state interest fact space junk explain concern astronaut author explain space junk got space explain impact space junk could space station technology last author express even smallest thing space pose threat man made technology space matter small junk may still caus damage
9373,4,1,1,invars specie refer specie adapt live certain part world country accord climate map even show america southern state home snake climate use map show potent python habitat stretch california delaware include much south para
5245,3,0,0,panda china koala australia similar specialist specie although eat plant special plant differ python python eat variety thing therefor specialist even said generalist racoon python china panda eat almost not bamboo
17205,7,0,0,stress cup hand
9394,4,0,0,think invars mean reptile danger invade place suppos live snake invars connecticut want poison snake connect
24577,9,2,2,author goe mani differ paragraph section example one section call space junk two paragraph section
9235,4,1,1,word invars use throughout article new specie come take environ article say term invars specie unfair anim introduce
24073,9,2,1,author put article together differ section first hook intro background info statist current matter subject
8599,4,1,1,word invars mean pass judgement invars specie unfair introduce wonder introduct biologist say invars specie major threat biodivers
23679,9,2,2,autor organ article make differ headline differ topic set certain bullet point want talk mention problem headline go detail three differ thing talk specifical one space junk second crash cours third itll bit big deal autor make EASI read because read whole thing find look broke differ topic differ paragraph
18475,7,1,1,rose support sister rose hold back mot talk sister anna anna upset father leave mom away rose feel similar burden support brother choose say every work tri support sister instead let know actual thought
20041,8,0,1,background inform paul get mr leonard make paul want help mr leonard like mr leonard help hurdle
17049,7,0,0,feel stress still will work family sake aunt Polab ask felt weigh family rose answer though she knew told truth would hurt aunt family
23115,9,2,2,author start good exit introduct catch attent get serious first explain space junk get start talk collis goe talk happen collis bad talk stuff like big deal even small thing float around could caus clot harm
8917,4,1,0,term invars use article use show differ people view one anim danger reptile python cobra seen common household pet people other view invars specie kept pet control
21013,8,0,0,story gift paul trouble read twice week visit mr leonard hall monitor awhile mr leonard ask paul come track paul paul start train get better better till end talk high school track coach father inspect guidance coach paul find mr leonard nation champion hurdle come find story trouble read mr leonard abl get help lost scholarship want paul achieve better life
5755,3,1,1,panda koala specialist specie need specif environ live python hand live almost anywhere specialist china panda eat almost not bamboo key word almost not bamboo bamboo grow world
8254,4,1,1,invars differ article mean topic article specie particular snake invars way easily adapt certain situate
5599,3,1,2,panda koala specialist anim specialist china panda eat almost not bamboo australia koala bear eat eucalyptus leave almost Ecclus python hand survive anywhere worth make generalist food source go anywhere adapt chang food diet
23051,9,2,2,start tell concern space junk move space junk author explain danger space junk use example thing actual happen make reader believe understand need concern space junk could caus lot problem earth astronaut space craft
23429,9,1,1,organ idea way make unreal point make sens spear topic first till paragraph
20350,8,1,1,felt epithet feel mr leonard express acknowledge familiar felt toward feel paul end feel motive give cometh back mr leonard understand
21111,8,0,0,mr leonard found paul fail college could read mr leonard found said go help get help read help center background check help paul
4920,3,1,1,panda china koala australia similar feed one thing panda eat bamboo koala eucalyptus leave unlike python eat every include Ali
5037,3,1,1,china panda like australia koala bear eat most one thing bamboo eucalyptus leave also thing vegetarian leaf tree unlike python pretty much eat Anyah fit mouth even Allix
18421,7,1,1,rose care Thestor cross try help money three hound word essay mess
18393,7,1,1,rose busy person said aunt offer somehow made feel lighter made weight shoulder lighten bit
24001,9,1,1,author orbit junk organ text caus effect manner author begin begin space race began caus debris left outer space proc way creat space junk colloid satalit demonstr problem pose orbit garbagy caus individu begin search slut since author major topic caus one author arrange piece caus effect pattern
23842,9,1,1,author organ article inform us danger space junk author give us detail hazard briefly inform us history proved us real life example author state amount space trash actual increase commerce space travel rise paragraph prove danger space junk
24018,9,0,0,author organ big space junk small space junk satilleit micro junk
6025,3,1,1,panda china koala australia similar warm furry mammal python reptile warm furry
24283,9,0,0,author organ article state problem tell give inform serious situate
8118,4,0,1,signific word invars artic show people view specie anim invars really thought carri everglade hurricane andrew also signific artic state people pass judgement simple introduce
9553,4,1,1,invars signific word article imply give new term one native apply python brumes native florida native place asia climate similar southern u
17358,7,0,0,lot flash back come back sister brother
21167,8,1,1,paul disco mr leonard accomplish life gave hope courage termin better athlete want prove could pro athlete one day make everyone proud
24479,9,2,2,author organ article differ section go logic order accord artic talk differ section author use orbit junk introduct space junk Bodi part Bodi crash cours Aneth part Bodi little bit big deal cinclus
23258,9,2,2,author organ article put differ section space explore author put space junk first explain variety thing put atmosphere put crash cours let us know space junk orbit around earth intens speed little bit big deal exla danger object orbit earth
17309,7,0,0,rose convert aunt Polab suggest rose mature response age rose aunt see much stress rose say Anyah though know family need money survive aunt Polab say cometh rose weigh help family rose admit much stress
17009,7,0,0,rose introvert person listen person say intern thought mot without communis aloud being afraid tell aunt truly feel assur anna parent best family charact seem keep true opinion
5494,3,1,1,china panda australia koala similar eat china panda eat almost not bamboo australian koala eat eucalyptus leave almost Ecclus anim differ python capable around human
22994,9,1,0,author want tell reader space junk effect space example space craft go space may take Aneth cours junk foot around organ support detail give example go junk caus problem
9022,4,1,1,word invars mean need bother word invars direct toward python article although macing say ayond introduct think invars pass judgement think people give python Chanc give label Judg bad way
9211,4,0,0,signific word invars said unfair pass judgement dinner think spread snake best thing happen everglade last yrs
20859,8,2,2,background inform mr leonard effect paul posit way paul find mr leonard also great hurdler flunk college abl read show overcome even biggest obstacle paul little shock mr leonard say hurdler college could read paul show paragraph paul could relate mr leonard went end help mr leonard learn read
20546,8,2,1,paul realize learn center help want lose dream like mr leonard read mr leonard tol him nobody want track star read paul realize know tri make want life happen
18639,7,1,1,rose selfless school gone straight restaur work four hour shift straight home help aunt Polab prepare quick supper
20281,8,0,0,paul feel mr leonard could went place know read stop
9790,4,2,2,invars mean specie native particular area introduce overpopular caus extinct specie relate article article talk python become invars specie florida even ending key largo wood rat
20791,8,0,0,paul receive background inform question mr leonard paul wonder
23173,9,2,2,author organ article differ section fall appropre head thing like satellite collis crash cours actual definite space junk differ topic differ head make article easier read understand
19978,8,2,2,show paul mr leonard gone clot obstacle paul life mot talk gone college track field scholarship flunk read really affect paul knew feel well paul go learn center read knew exact mr leonard went
21263,8,1,2,effect background inform paul understand feel outcast read need extra help believe made paul respect relate even though mr leonard sham disable paul accept could relate also gave paul opportune return favor mr leonard paul abl help mr leonard may teach read better caus relationship become equal respect
20727,8,1,1,paul like understand mr leonard encourage race want go college gradual
24044,9,1,1,author organ article logic divid section introduct explain example section author sum point section enable reader understand problem space junk read article
17425,7,2,2,since think people care people feel rose answer told truth would hurt aunt
9272,4,1,1,word invars signific rest article make reader automat think invade already mind made prior even read argument call invars specie
24521,9,0,0,author tell whoever read actual story happen danger space junk
8257,4,2,2,word invars use show anim python unintent brought environ anim usual thought harm environ live pertain article one point view conoid python invars accord invars anim imperil five ending specie florida key support statement would conoid python invars
5270,3,1,1,panda china similar koala australia eat meat differ python eat meat python panda eat bamboo koala eat eucalyptus leave python seen tri eat Allix
23020,9,2,2,introduct author grab reader make surprise statement howel chang serio tone let reader know space junk signific matter explain space junk review history satellite orbit explain piece satellite broken gone orbit explain satellite crash debris broken final explain import space trash find slut problem
21571,8,0,0,background inform mr leonard great effect paul like paul way learn center cant read mr leonard good track player like paul problem couldnt read either mr leonard want thing happen happen paul know cometh go flunk college would probabl make proud see paul pick mistake run track know read
23786,9,0,0,put main fact first make import fact follow
8657,4,0,0,word invars make anim seem like take word article talk million household contain least one pet reptile show map south little north east area
23112,9,2,2,author use till break article smaller category organ text till give reader little inform next section main like crash cours reader would get hint paragraph would main thing colloid author also split text paragraph idea help organ idea keep subject area
9712,4,1,1,even term invars specie unfair think invars pass judgement invars word mean lot specie invars specie uncheck nature predate major threat biodivers
24290,9,2,2,author organ article section first author open introduct grab reader attent author give background inform space junk really author state instant space junks acus acid final author end article tell danger space kunk effect earth
17199,7,0,1,worry trait think rose base convert aunt Polab aunt say may find way thing differ way better
21258,8,1,1,background inform barrat find paul bring two charact closer barrat find paul track star even inspire paul tell drop college feel let barrat know paul voice trail feel go enough
6268,3,1,1,paragraph explain china panda specialist eat almost not bamboo australia koala bear eat eucalyptus leave Ecclus differ python python generalist expand place live
20832,8,2,2,effect mr leonard background inform paul paul feel connect knew well feel embarrass call upon read aloud know answer anyon els knew quot story show paul relate mr leonard brought closer together paul also felt need help mr leonard read help paul track field quot man given time help excel somet sudden realize could
9506,4,0,0,invars type specie article say rise number invars specie brumes python
21431,8,0,0,find mr leonard college track star wonder tell story ask mr leonard tell
20904,8,1,1,background inform inspire paul better mr leonard tell paul situate paul Samis posit
18458,7,0,0,anna realist person good trait could easily mad father leave realize family need money accept left anna see father leave get away leave help family better life demonstrant trait talk rose anna say already every talk import money anna realist import money really
23802,9,2,2,article organ chronology way lifespan debris say author talk satellite freely move earth orbit soon enough crash one Aneth creat hundi microsatellit otherwise known debris debris fly mile per hour present serious risk Anyah come contact path travel author conclude sort look future commerce space program worsen space pollux issue
8783,4,1,1,term invars specie come lot article invars specie specie expos invade territory live generalist specialist
9130,4,1,1,word invars use article show newly become reptile trade affect environ go wild become native land southern unit state
20106,8,1,1,effect paul becut sound like paul cant read well get help mr leonard really chance get help teacher student paul want expel school track want come Ostic hurdle refers Ostic life paul could come trye paul tri beast become beast team school
17438,7,0,0,rose convert ann seem passive engage situate explain ana go job los angel paid three time make appar tell make stop worry rose really intend comfort sister convert
17171,7,1,1,one trait describe rose base convert anna like mom one detail support answer paragraph anna roll eye shove chair away table said sound like mama
8469,4,1,2,invars import show bias new specie even term invars specie unfair introduce think invars pass judgement import article talk invars specie invade new ecosystem major threat biodivers show invars repress bias toward generalist specie harm
23957,9,2,2,author organ article put section relate eachoth first author explain space junk describe danger junk final explain junk big deal
23651,9,2,2,author organ article first explain reader space junk tell creat final explain space junk danger prevent first inform reader author give little bit history space travel explain space junk creat second part article use explain situate crash dead sattelit creat space junk last part article author give inform space junk really bad harm author final end last part tell us need way tri find slut stop space pollux
24397,9,2,1,author organ well start explain us space junk actual next tell us microdebri made crash together satellite tell us mani people think big deal debris travel high speed
6098,3,0,0,caus look differ caus one lazier other panda eat not bamboo koala bear eat eucalyptus leave
9162,4,1,1,word invars signific article article reptile bought pet u reptile new thing author said term invars specie unfair said introduce show reptile new america
8389,4,1,1,article talk python invars adapt surround eat Anyah make harm invars specie use couple grown spread reproduce rapid caus invade take kind land like florida area
20005,8,2,2,inform made paul want become better athlete reader feel embarrass call upon read aloud didnt know answer everyone els knew line show paul could relate mr leonard told past
24050,9,0,0,author organ article put less important important put important like mani mile per hour happen past year
23518,9,2,2,author organ article differ section explain differ thing section name follow orbit junk space junk crash cours little bit big deal orbit junk refer item orbit around earth left satellite crash lost astronaut space junk explain reader kind item left behind space section crash cours refer event russian american satellite run one Aneth little bit big deal basic tell audience space junk harm earth
24409,9,0,0,author organ article first catch attent surprise question author continue explain thing space problem debris believe organ quit well serious subject strong emphase
20928,8,2,2,effect background mr leonard effect like felt embarras read could mr leonard could read made maras tell cant background
18290,7,0,0,talk pretty much thing everytim talk cometh
8444,4,1,1,signific word invars article show reptile come america come invade area like everglade cape coral breed rais pipul admit invars show opinion snake could known introduce instead invade
24307,9,0,0,put epic goe togate paragraph good leave antyth
18242,7,0,0,rose overachiv mani thing yet still Particia thing flawless three thousand word essay win get go sacramento receive prize talk aunt Polab obvious Polab know go go trip relax time build stress anxious get back
20366,8,0,0,background inform mr leonard effect paul learn good track star mr leonard knew talk mr leonard said became good track star
6520,3,1,1,panda koala similar stay one food source unlike python python adapt food source readily avail last part article say live age favor generalist specialist quot mean anim adapt survive
17069,7,0,0,think rose like keep feel herself like shes shi like talk problem
24472,9,1,1,author organ article differ section explain space junk also organ fact article past present future tens
6602,3,1,1,chines panda australian koala similar potent harmless vegetarian python howel strict carnivora harm vicious
17795,7,1,1,rose hard worker alway push limit prove take task help aunt well essay even though busy tri make time necessary
9647,4,1,1,signific word invars article python become invars overpopul start become Menic hard maintain
24424,9,0,0,author organ article repress fact statement author explain tri come slut
17589,7,0,0,rose embers rose talk aunt Polab kept nod say much make think embers
20028,8,1,1,paul find background inform mr leonard high school track coach gave URL track field website encourage paul could relate mr leonard also realize medic time help paul excel cometh
23542,9,0,1,author organ article one example author organ every paragraph its thing Aneth exam us super every EASI read
8618,4,0,0,invars import article talk snake
24470,9,2,2,author sort article four main section introduct section till space junk section call crash cours cinclus till little bit big deal include variety inform section introduct author open surprise statement toolbag space article goe say space junk become problem Bodi paragraph next two section expand problem explain space junk actual challenge pose cinclus section author wrap article main problem space junk pose
23452,9,2,2,author organ article differ head introduct spear space junk crash cours little bit big deal
18579,7,0,0,felt weigh sad
5897,3,1,0,panda china similar Koal australia eat not els bamboo Koal bear eat eucalyptus leave differ python panda python danger specie eat bigger thing like Allix
8375,4,1,0,article word invars signific danger carnivora brumes python invars reptile must microchip identify wild invars also mean anim article wild anim
5770,3,0,0,panda similar koala australia article said panda eat bamboo koala eat leave show panda koala hurt us differ python python danger life the ate king human destroy home Anyah basic want
5902,3,0,0,panda china similar koala australia eat pretty much uglier bamboo leave hand python differ panda koala eat Anyah move become danger kill almost Anyah said article python ate whole Allix
8112,4,0,1,word invars use article show anim like brumes python nile monitor lizard threat although people may conoid pet extreme danger
6054,3,1,1,panda koala specialist mean select example article talk panda china eat bamboo australian koala eat eucalyptus
20089,8,2,2,mr leonard like paul age could read mr leonard former coach paul taught mr leonard read
20370,8,2,1,learn mr leonard past help paul realize one problem read also taught good one mean bad every paul still succeed good subject like hurdle
6282,3,0,1,author reveal panda china similar koala australia story state china panda australia koala specialist also specie most eat plant two specialist differ python python conoid invars generalist
17084,7,1,1,care
9794,4,2,2,signific word invars refer imban ecosystem biodivers grow problem involve new specie unfamiliar environ problem target predate mani anim prey caus pipul ship new specie spread caus problem exist specie
17670,7,0,0,rose lone person rose glance parent face four eye shine tear
17033,7,2,2,one trait describe rose base convert aunt Polab care rose talk aunt Polab tell truth want hurt aunt feel show rose care person
9672,4,1,1,invars power word could also mean invade python describe article invars creature bassicali state specie thing move nature habitat move country state ect belong
20490,8,2,1,realize mr leonard tri help want paul fail college like paul relic mr leononard help mr leonard posit age didnt Anyah better want better paul
18474,7,2,2,rose respectful elder speak aunt Polab felt weigh response put rose answer told truth would hurt aunt probabl aunt would tell mother
24685,9,0,0,first author till article author till danger
