essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score,prompt_relevance
6254,3,3.0,0,2,2,3,2,2,2,0.3333333333333333,0.5555555555555556,0.1111111111111111,6.1,1,0,119
6255,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,11.0,0,0,31
6256,3,1.0,0,2,2,3,2,2,2,0.75,0.25,0.0,3.2,0,0,26
6257,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,5.5,0,0,18
6258,3,1.0,1,2,2,2,3,2,2,0.0,1.0,0.0,6.3,0,0,20
6259,3,3.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.2,1,0,44
6260,3,2.0,0,2,2,2,2,3,2,0.3333333333333333,0.6666666666666666,0.0,5.7,0,0,59
6261,3,1.0,0,2,2,2,2,2,2,0.0,1.0,0.0,11.5,0,0,59
6262,3,3.0,0,3,3,3,2,2,2,0.2727272727272727,0.7272727272727273,0.0,8.4,1,0,123
6263,3,3.0,0,2,2,2,2,2,2,0.0,0.8888888888888888,0.1111111111111111,9.6,1,0,129
6264,3,3.0,0,2,2,2,2,2,2,0.2222222222222222,0.7777777777777778,0.0,9.2,1,0,136
6265,3,2.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,4.8,0,0,71
6266,3,1.0,0,2,2,3,2,2,2,0.25,0.75,0.0,1.8,0,0,32
6267,3,2.0,0,2,3,2,2,2,2,0.5384615384615384,0.46153846153846156,0.0,7.1,0,0,133
6268,3,3.0,0,2,2,3,2,2,2,0.0,0.8333333333333334,0.16666666666666666,17.6,1,0,108
6269,3,1.0,0,3,2,3,2,2,2,0.0,1.0,0.0,9.0,0,0,27
6270,3,2.0,0,2,2,3,2,2,1,0.18181818181818182,0.8181818181818182,0.0,6.5,0,0,130
6271,3,2.0,0,2,2,2,2,2,2,0.4,0.6,0.0,7.9,0,0,53
6272,3,2.0,0,2,2,2,2,2,2,0.2222222222222222,0.7777777777777778,0.0,7.7,0,0,82
6273,3,1.0,1,2,2,3,2,2,2,0.2,0.6,0.2,7.4,0,0,56
6274,3,1.0,1,2,2,3,2,2,2,0.625,0.375,0.0,5.7,0,0,61
6275,3,1.0,1,2,2,3,2,2,2,0.0,0.0,1.0,16.3,0,0,28
6276,3,3.0,0,2,2,3,2,2,2,0.2222222222222222,0.7777777777777778,0.0,7.8,1,0,90
6277,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.6,0,0,17
6278,3,1.0,0,2,2,3,2,3,2,0.0,0.6666666666666666,0.3333333333333333,12.2,0,0,45
6279,3,2.0,0,2,2,3,2,2,2,0.125,0.875,0.0,7.8,0,0,67
6280,3,3.0,0,2,2,2,2,2,2,0.4,0.6,0.0,7.2,1,0,46
6281,3,1.0,1,2,3,2,2,2,2,0.3,0.5,0.2,7.8,0,0,138
6282,3,3.0,0,2,2,2,3,3,2,0.23076923076923078,0.7692307692307693,0.0,5.9,1,0,137
6283,3,1.0,1,2,2,3,2,2,2,0.0,0.0,1.0,23.6,0,0,28
6284,3,3.0,0,2,3,3,3,2,2,0.2222222222222222,0.7777777777777778,0.0,10.0,1,0,125
6285,3,2.0,0,2,2,2,2,2,2,0.2,0.6,0.2,9.9,0,0,79
6286,3,2.0,0,3,3,2,2,2,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,10.1,0,0,128
6287,3,3.0,0,2,2,2,2,2,2,0.3,0.7,0.0,7.8,1,0,98
6288,3,2.0,0,2,2,2,2,2,2,0.0,0.75,0.25,8.9,0,0,58
6289,3,2.0,0,2,2,3,3,2,2,0.5,0.5,0.0,7.8,0,0,45
6290,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.7,0,0,50
6291,3,2.0,0,3,2,3,2,2,2,0.5,0.3333333333333333,0.16666666666666666,5.8,0,0,80
6292,3,3.0,0,3,2,2,2,2,2,0.1,0.9,0.0,10.4,1,0,112
6293,3,2.0,0,2,2,2,3,2,2,0.0,1.0,0.0,7.6,0,0,97
6294,3,1.0,0,2,2,3,3,2,2,0.18181818181818182,0.8181818181818182,0.0,5.7,0,0,112
6295,3,1.0,0,2,2,3,2,2,2,0.6666666666666666,0.3333333333333333,0.0,3.8,0,0,30
6296,3,0.0,1,2,2,3,2,2,2,0.0,1.0,0.0,6.9,0,0,34
6297,3,1.0,0,2,2,3,2,2,2,0.16666666666666666,0.8333333333333334,0.0,6.6,0,0,53
6298,3,1.0,1,2,2,2,2,2,2,0.0,1.0,0.0,2.5,0,0,44
6299,3,2.0,1,2,2,2,2,2,2,0.25,0.75,0.0,6.8,0,0,74
6300,3,3.0,0,2,2,2,2,3,2,0.0,1.0,0.0,11.8,1,0,94
6301,3,3.0,1,2,2,3,2,2,2,0.15384615384615385,0.8461538461538461,0.0,7.2,1,0,152
6302,3,2.0,0,2,2,3,2,2,2,0.25,0.25,0.5,14.5,0,0,57
6303,3,1.0,0,2,2,3,2,3,2,0.0,1.0,0.0,5.3,0,0,40
6304,3,1.0,0,2,2,3,3,2,2,0.2,0.8,0.0,4.6,0,0,42
6305,3,3.0,0,2,3,3,2,2,1,0.0,0.5,0.5,16.4,1,0,99
6306,3,1.0,1,2,3,3,2,2,2,0.0,0.5,0.5,14.0,0,0,47
6307,3,2.0,0,2,3,3,2,2,2,0.0,0.8571428571428571,0.14285714285714285,8.8,0,0,106
6308,3,3.0,0,3,2,3,2,2,2,0.0,0.8888888888888888,0.1111111111111111,8.1,1,0,138
6309,3,1.0,0,3,2,3,3,2,2,0.8,0.2,0.0,3.6,0,0,30
6310,3,2.0,0,3,2,3,2,2,2,0.0,0.25,0.75,15.9,0,0,115
6311,3,2.0,0,2,3,2,2,2,2,0.2,0.6,0.2,6.5,0,0,54
6312,3,1.0,0,2,2,2,2,2,2,0.25,0.75,0.0,6.1,0,0,92
6313,3,3.0,0,2,2,2,3,2,2,0.0,0.75,0.25,8.1,1,0,109
6314,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,7.5,0,0,39
6315,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.6,0,0,58
6316,3,1.0,1,3,2,2,3,3,2,0.0,0.75,0.25,13.9,0,0,90
6317,3,2.0,0,3,2,2,2,2,2,0.25,0.6666666666666666,0.08333333333333333,6.0,0,0,144
6318,3,1.0,0,2,2,2,2,2,2,0.0,1.0,0.0,7.7,0,0,46
6319,3,1.0,0,2,2,3,2,2,2,0.2222222222222222,0.7777777777777778,0.0,3.0,0,0,94
6320,3,1.0,0,2,2,2,2,2,2,0.0,0.6666666666666666,0.3333333333333333,7.5,0,0,44
6321,3,1.0,0,2,2,3,2,2,2,0.4,0.6,0.0,4.5,0,0,50
6322,3,2.0,0,2,2,3,2,3,2,0.5,0.5,0.0,5.5,0,0,44
6323,3,1.0,0,3,2,3,2,2,2,0.25,0.75,0.0,6.4,0,0,47
6324,3,1.0,1,3,2,3,2,2,2,1.0,0.0,0.0,3.1,0,0,13
6325,3,2.0,0,2,2,2,2,2,2,0.25,0.75,0.0,7.5,0,0,53
6326,3,1.0,0,2,2,3,2,2,2,0.0,0.0,1.0,19.4,0,0,26
6327,3,2.0,1,2,2,2,2,2,2,0.0,0.6666666666666666,0.3333333333333333,11.7,0,0,125
6328,3,2.0,0,2,2,2,2,2,2,0.14285714285714285,0.8571428571428571,0.0,8.6,0,0,74
6329,3,2.0,1,2,2,3,2,2,2,0.2,0.8,0.0,9.4,0,0,79
6330,3,3.0,0,2,2,3,2,2,2,0.2,0.8,0.0,9.0,1,0,95
6331,3,3.0,0,2,3,2,2,2,2,0.0,0.6,0.4,18.6,1,0,113
6332,3,3.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.7,1,0,15
6333,3,2.0,0,2,3,2,2,2,2,0.0,1.0,0.0,5.6,0,0,85
6334,3,2.0,0,2,2,3,2,2,2,0.16666666666666666,0.8333333333333334,0.0,8.3,0,0,83
6335,3,3.0,0,2,2,2,3,2,2,0.0,0.0,1.0,16.6,1,0,84
6336,3,3.0,0,2,3,3,2,3,2,0.2222222222222222,0.6666666666666666,0.1111111111111111,9.6,1,0,126
6337,3,2.0,0,2,2,2,2,2,2,0.25,0.5,0.25,7.5,0,0,61
6338,3,2.0,0,2,2,3,2,2,2,0.1,0.8,0.1,10.3,0,0,116
6339,3,2.0,0,3,2,3,2,3,2,0.0,1.0,0.0,8.1,0,0,60
6340,3,3.0,0,2,2,3,3,2,2,0.2222222222222222,0.7777777777777778,0.0,9.9,1,0,100
6341,3,2.0,0,3,2,2,2,2,2,0.5714285714285714,0.2857142857142857,0.14285714285714285,5.7,0,0,69
6342,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.3,0,0,35
6343,3,1.0,0,2,2,2,2,2,1,0.2222222222222222,0.7777777777777778,0.0,7.2,0,0,89
6344,3,2.0,0,2,2,3,2,2,1,0.6,0.2,0.2,7.4,0,0,63
6345,3,2.0,0,2,2,3,2,3,2,0.0,1.0,0.0,8.9,0,0,72
6346,3,1.0,1,2,2,3,2,2,2,0.16666666666666666,0.8333333333333334,0.0,7.8,0,0,61
6347,3,2.0,0,2,2,2,3,2,2,0.0,0.6666666666666666,0.3333333333333333,9.1,0,0,51
6348,3,1.0,0,2,2,2,2,2,2,0.0,1.0,0.0,10.6,0,0,45
6349,3,3.0,0,2,2,2,2,2,2,0.125,0.875,0.0,8.1,1,0,101
6350,3,2.0,0,2,2,2,3,2,1,0.3,0.7,0.0,5.6,0,0,92
6351,3,2.0,0,2,2,2,2,2,2,0.25,0.5,0.25,13.1,0,0,72
6352,3,2.0,0,2,2,2,2,2,1,0.375,0.5,0.125,7.7,0,0,97
6353,3,2.0,0,2,2,3,2,2,2,0.18181818181818182,0.8181818181818182,0.0,6.4,0,0,103
6354,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.0,0,0,41
6355,3,2.0,1,2,2,2,2,3,2,0.0,0.75,0.25,7.7,0,0,77
6356,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,2.9,0,0,31
6357,3,2.0,1,3,2,3,2,2,2,0.0,1.0,0.0,7.4,0,0,22
6358,3,2.0,0,2,2,3,2,2,2,0.25,0.75,0.0,6.4,0,0,45
6359,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,7.6,0,0,15
6360,3,2.0,0,2,3,3,2,2,2,0.0,0.6,0.4,12.4,0,0,94
6361,3,2.0,0,2,2,2,2,3,2,0.0,0.8333333333333334,0.16666666666666666,6.6,0,0,74
6362,3,1.0,0,2,2,3,2,2,2,0.2,0.8,0.0,8.5,0,0,62
6363,3,3.0,0,2,2,2,2,2,2,0.18181818181818182,0.7272727272727273,0.09090909090909091,8.4,1,0,125
6364,3,2.0,1,2,2,3,2,2,2,0.0,0.8333333333333334,0.16666666666666666,10.8,0,0,92
6365,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,7.4,0,0,51
6366,3,3.0,0,3,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.0,1,0,184
6367,3,2.0,0,2,3,2,2,2,2,0.25,0.75,0.0,12.8,0,0,52
6368,3,1.0,0,2,3,2,3,2,2,0.25,0.75,0.0,4.6,0,0,51
6369,3,1.0,0,2,2,3,3,3,2,0.2,0.8,0.0,4.4,0,0,40
6370,3,0.0,0,2,3,3,2,2,2,0.0,1.0,0.0,6.5,0,0,22
6371,3,3.0,0,2,2,3,2,2,2,0.2727272727272727,0.7272727272727273,0.0,7.8,1,0,121
6372,3,2.0,1,2,2,3,3,2,2,0.0,0.5,0.5,17.0,0,0,46
6373,3,2.0,1,2,2,3,2,2,2,0.4,0.6,0.0,6.9,0,0,44
6374,3,2.0,0,3,2,3,2,2,2,0.0,0.8333333333333334,0.16666666666666666,10.3,0,0,106
6375,3,1.0,0,2,2,3,2,2,2,0.75,0.0,0.25,7.8,0,0,49
6376,3,2.0,0,2,2,3,2,2,2,0.42857142857142855,0.5714285714285714,0.0,5.4,0,0,66
6377,3,3.0,0,2,3,3,2,2,2,0.1111111111111111,0.6666666666666666,0.2222222222222222,8.4,1,0,150
6378,3,3.0,0,2,2,2,2,2,2,0.2222222222222222,0.6666666666666666,0.1111111111111111,7.2,1,0,126
6379,3,3.0,0,2,2,2,2,2,2,0.0,0.8333333333333334,0.16666666666666666,12.9,1,0,103
6380,3,1.0,1,2,2,3,2,3,1,0.0,1.0,0.0,9.4,0,0,67
6381,3,3.0,0,3,2,2,2,2,2,0.25,0.75,0.0,5.2,1,0,103
6382,3,1.0,1,2,2,3,2,3,2,0.75,0.25,0.0,4.5,0,0,31
6383,3,2.0,0,2,3,3,2,3,2,0.0,1.0,0.0,7.6,0,0,68
6384,3,2.0,0,2,2,3,2,2,2,0.4,0.6,0.0,6.9,0,0,108
6385,3,1.0,0,2,2,3,3,2,2,0.625,0.375,0.0,4.4,0,0,72
6386,3,2.0,1,2,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.4,0,0,120
6387,3,3.0,0,2,2,2,2,2,2,0.0,1.0,0.0,9.1,1,0,96
6388,3,3.0,0,2,2,3,2,2,2,0.0,0.7142857142857143,0.2857142857142857,10.6,1,0,127
6389,3,2.0,0,2,3,3,3,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.9,0,0,82
6390,3,1.0,0,2,2,3,2,2,2,0.42857142857142855,0.5714285714285714,0.0,5.7,0,0,59
6391,3,1.0,0,2,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.5,0,0,45
6392,3,3.0,0,2,2,2,2,3,2,0.2857142857142857,0.5714285714285714,0.14285714285714285,7.0,1,0,129
6393,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,6.1,0,0,50
6394,3,1.0,0,2,2,3,3,2,2,1.0,0.0,0.0,4.8,0,0,8
6395,3,2.0,1,2,2,3,2,2,2,0.0,1.0,0.0,8.7,0,0,64
6396,3,3.0,0,2,3,3,2,3,2,0.0,1.0,0.0,10.3,1,0,110
6397,3,2.0,0,3,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,8.3,0,0,49
6398,3,2.0,1,2,2,3,2,2,2,0.42857142857142855,0.5714285714285714,0.0,4.7,0,0,67
6399,3,2.0,1,2,2,3,2,3,2,0.0,1.0,0.0,9.0,0,0,39
6400,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.0,0,0,55
6401,3,2.0,0,2,2,3,2,2,2,0.25,0.75,0.0,6.6,0,0,36
6402,3,2.0,0,2,2,3,3,2,2,0.5714285714285714,0.42857142857142855,0.0,4.6,0,0,51
6403,3,0.0,0,2,2,3,2,2,2,0.0,1.0,0.0,11.4,0,0,22
6404,3,2.0,0,2,2,3,3,2,2,0.0,1.0,0.0,10.4,0,0,78
6405,3,2.0,1,2,2,3,2,2,2,0.16666666666666666,0.8333333333333334,0.0,4.7,0,0,72
6406,3,2.0,0,3,2,2,2,2,2,0.2222222222222222,0.7777777777777778,0.0,5.6,0,0,96
6407,3,2.0,1,3,2,3,2,2,2,0.0,1.0,0.0,9.8,0,0,54
6408,3,3.0,0,2,2,2,2,2,2,0.3076923076923077,0.6153846153846154,0.07692307692307693,8.0,1,0,144
6409,3,2.0,0,2,2,2,2,2,2,0.4,0.6,0.0,7.0,0,0,39
6410,3,3.0,0,2,2,2,2,2,2,0.0,0.75,0.25,13.9,1,0,148
6411,3,1.0,0,2,2,3,2,2,2,0.6666666666666666,0.3333333333333333,0.0,2.7,0,0,23
6412,3,1.0,0,2,2,3,2,2,1,0.0,0.4,0.6,14.6,0,0,139
6413,3,2.0,1,2,2,3,2,2,2,0.0,1.0,0.0,9.3,0,0,54
6414,3,1.0,0,2,3,3,2,2,2,0.5714285714285714,0.42857142857142855,0.0,5.1,0,0,43
6415,3,2.0,1,2,2,2,2,2,2,0.2,0.8,0.0,8.2,0,0,72
6416,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.2,0,0,27
6417,3,3.0,0,2,2,3,2,2,2,0.0,0.8333333333333334,0.16666666666666666,15.7,1,0,186
6418,3,2.0,0,2,2,2,2,2,2,0.0,1.0,0.0,8.4,0,0,73
6419,3,3.0,0,3,2,3,3,2,2,0.0,1.0,0.0,11.6,1,0,136
6420,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,3.3,0,0,39
6421,3,1.0,1,2,2,3,2,2,2,0.0,0.0,1.0,25.7,0,0,45
6422,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,9.1,0,0,16
6423,3,2.0,0,2,2,3,2,2,2,0.0,0.75,0.25,11.9,0,0,76
6424,3,2.0,0,2,2,2,3,2,2,0.375,0.5,0.125,7.8,0,0,83
6425,3,2.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.0,0,0,36
6426,3,1.0,0,2,2,2,2,2,2,0.2857142857142857,0.7142857142857143,0.0,6.3,0,0,55
6427,3,1.0,0,2,2,2,2,2,2,0.0,1.0,0.0,9.8,0,0,57
6428,3,1.0,1,2,3,3,2,3,2,0.0,0.5,0.5,16.4,0,0,32
6429,3,1.0,0,2,2,3,2,2,2,0.5714285714285714,0.42857142857142855,0.0,5.1,0,0,47
6430,3,1.0,0,2,2,3,2,3,2,0.25,0.75,0.0,9.6,0,0,43
6431,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,3.7,0,0,37
6432,3,2.0,0,3,2,3,2,2,2,0.5555555555555556,0.4444444444444444,0.0,2.8,0,0,118
6433,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.7,0,0,93
6434,3,2.0,0,2,2,2,3,2,2,0.0,0.5,0.5,10.0,0,0,76
6435,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,10.0,0,0,28
6436,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.3,0,0,50
6437,3,1.0,1,2,2,3,2,3,2,0.0,1.0,0.0,9.8,0,0,50
6438,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,12.7,0,0,67
6439,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,9.7,0,0,69
6440,3,1.0,1,2,2,3,2,2,2,0.2,0.8,0.0,3.4,0,0,49
6441,3,3.0,0,2,2,2,2,3,1,0.14285714285714285,0.7142857142857143,0.14285714285714285,11.4,1,0,113
6442,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.5,0,0,39
6443,3,2.0,0,2,2,3,2,3,2,0.2,0.6,0.2,13.8,0,0,100
6444,3,3.0,0,2,2,3,2,2,2,0.25,0.625,0.125,7.7,1,0,96
6445,3,3.0,0,2,3,3,2,2,2,0.0,0.6,0.4,14.4,1,0,105
6446,3,2.0,0,2,2,3,3,2,2,0.3333333333333333,0.6666666666666666,0.0,4.3,0,0,100
6447,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.3,0,0,71
6448,3,2.0,0,2,2,2,2,2,2,0.2,0.6,0.2,9.9,0,0,82
6449,3,0.0,0,2,2,3,2,2,2,1.0,0.0,0.0,-2.3,0,0,9
6450,3,2.0,1,2,2,2,2,2,2,0.2,0.8,0.0,8.8,0,0,95
6451,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,10.9,0,0,33
6452,3,1.0,0,2,2,3,2,2,2,0.25,0.75,0.0,6.6,0,0,41
6453,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,17.4,0,0,85
6454,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,5.4,0,0,17
6455,3,2.0,0,2,2,2,2,2,2,0.1,0.9,0.0,11.3,0,0,117
6456,3,1.0,0,2,2,3,2,3,2,0.6666666666666666,0.3333333333333333,0.0,4.5,0,0,30
6457,3,2.0,1,2,2,3,2,2,2,0.0,0.6,0.4,12.4,0,0,99
6458,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,4.5,0,0,44
6459,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.9,0,0,42
6460,3,2.0,0,2,2,2,2,2,2,0.23076923076923078,0.7692307692307693,0.0,4.9,0,0,113
6461,3,2.0,0,2,2,3,3,2,2,0.2,0.8,0.0,5.7,0,0,42
6462,3,3.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.2,1,0,60
6463,3,3.0,0,2,2,3,3,2,2,0.5,0.5,0.0,6.1,1,0,70
6464,3,1.0,0,3,2,3,2,2,2,0.4,0.6,0.0,3.3,0,0,48
6465,3,2.0,0,3,2,3,2,2,2,0.2,0.8,0.0,8.9,0,0,55
6466,3,1.0,1,2,2,2,2,2,2,0.0,1.0,0.0,7.8,0,0,79
6467,3,1.0,0,2,2,3,2,2,2,0.5,0.25,0.25,5.3,0,0,59
6468,3,2.0,0,2,2,3,2,3,2,0.0,1.0,0.0,7.4,0,0,51
6469,3,1.0,1,2,2,2,2,2,2,0.0,1.0,0.0,11.9,0,0,53
6470,3,2.0,0,2,2,2,2,2,2,0.0,0.75,0.25,8.9,0,0,75
6471,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.1,0,0,51
6472,3,3.0,0,2,2,2,2,2,2,0.125,0.75,0.125,10.2,1,0,128
6473,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.4,0,0,43
6474,3,2.0,0,2,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.0,0,0,118
6475,3,1.0,0,2,2,3,2,2,2,0.6,0.4,0.0,1.1,0,0,36
6476,3,3.0,1,3,2,2,2,2,2,0.38461538461538464,0.6153846153846154,0.0,4.9,1,0,123
6477,3,2.0,0,2,2,2,2,2,2,0.25,0.5,0.25,9.7,0,0,59
6478,3,3.0,0,2,2,2,2,2,2,0.3,0.6,0.1,7.6,1,0,131
6479,3,0.0,0,2,2,3,2,2,2,0.0,1.0,0.0,11.4,0,0,23
6480,3,2.0,0,2,2,3,3,2,2,0.0,0.8888888888888888,0.1111111111111111,6.6,0,0,129
6481,3,1.0,0,2,2,3,3,2,2,0.6666666666666666,0.3333333333333333,0.0,2.7,0,0,22
6482,3,1.0,1,2,2,3,2,2,2,0.0,0.0,1.0,17.6,0,0,22
6483,3,3.0,0,2,2,3,2,2,1,0.18181818181818182,0.5454545454545454,0.2727272727272727,8.3,1,0,184
6484,3,3.0,0,2,2,3,3,3,2,0.1111111111111111,0.7777777777777778,0.1111111111111111,8.7,1,0,127
6485,3,3.0,0,2,2,2,2,2,2,0.0,0.9090909090909091,0.09090909090909091,11.2,1,0,176
6486,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.8,0,0,58
6487,3,2.0,0,2,2,3,2,2,2,0.16666666666666666,0.5,0.3333333333333333,12.2,0,0,91
6488,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.1,0,0,52
6489,3,2.0,1,2,2,3,2,2,2,0.0,0.75,0.25,10.3,0,0,70
6490,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.8,0,0,30
6491,3,3.0,0,2,2,2,2,2,1,0.0,0.5,0.5,10.9,1,0,137
6492,3,2.0,0,3,2,3,2,3,2,0.16666666666666666,0.8333333333333334,0.0,8.8,0,0,50
6493,3,2.0,0,3,2,2,2,2,2,0.0,1.0,0.0,9.2,0,0,67
6494,3,2.0,0,2,2,3,2,2,2,0.0,0.5,0.5,15.9,0,0,41
6495,3,1.0,0,2,2,2,3,2,2,0.6,0.2,0.2,6.9,0,0,33
6496,3,1.0,0,2,2,3,2,2,2,0.25,0.75,0.0,9.0,0,0,36
6497,3,2.0,0,2,2,2,2,2,2,0.0,1.0,0.0,6.8,0,0,66
6498,3,1.0,0,2,2,2,2,2,2,0.2,0.8,0.0,6.1,0,0,52
6499,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,8.3,0,0,38
6500,3,2.0,1,2,2,3,3,2,2,0.25,0.75,0.0,6.9,0,0,54
6501,3,1.0,0,2,2,3,2,3,2,0.0,1.0,0.0,5.4,0,0,46
6502,3,2.0,0,2,2,3,2,2,2,0.4444444444444444,0.5555555555555556,0.0,4.9,0,0,76
6503,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.8,0,0,47
6504,3,1.0,0,2,2,3,2,3,2,0.14285714285714285,0.8571428571428571,0.0,4.7,0,0,62
6505,3,3.0,0,2,2,2,2,2,2,0.2222222222222222,0.7777777777777778,0.0,7.2,1,0,77
6506,3,1.0,1,2,2,3,2,2,2,0.25,0.75,0.0,2.3,0,0,30
6507,3,3.0,0,2,2,3,2,2,1,0.0,0.875,0.125,9.0,1,0,115
6508,3,2.0,0,2,2,2,2,2,2,0.0,0.75,0.25,8.4,0,0,67
6509,3,1.0,0,2,3,3,2,2,2,0.0,0.6666666666666666,0.3333333333333333,9.1,0,0,53
6510,3,2.0,0,2,2,3,2,2,2,0.25,0.75,0.0,6.6,0,0,45
6511,3,2.0,0,2,2,3,2,2,2,0.375,0.625,0.0,6.1,0,0,65
6512,3,2.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,4.8,0,0,130
6513,3,2.0,0,2,2,2,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.6,0,0,52
6514,3,1.0,0,2,2,2,2,2,2,0.4,0.6,0.0,2.5,0,0,43
6515,3,1.0,0,2,2,3,2,2,2,0.42857142857142855,0.5714285714285714,0.0,4.4,0,0,48
6516,3,3.0,0,2,2,3,2,2,1,0.0,0.7142857142857143,0.2857142857142857,16.5,1,0,161
6517,3,1.0,1,2,2,3,2,2,2,0.6,0.4,0.0,4.0,0,0,33
6518,3,1.0,0,2,3,3,2,2,2,0.25,0.75,0.0,6.3,0,0,45
6519,3,2.0,1,2,2,3,3,2,2,0.18181818181818182,0.7272727272727273,0.09090909090909091,5.4,0,0,118
6520,3,2.0,0,2,2,2,2,2,1,0.0,1.0,0.0,10.5,0,0,114
6521,3,2.0,0,2,2,3,3,2,2,0.2,0.8,0.0,7.2,0,0,73
6522,3,2.0,0,2,2,3,2,2,2,0.25,0.5,0.25,7.5,0,0,65
6523,3,2.0,0,3,2,3,2,3,2,0.2857142857142857,0.7142857142857143,0.0,8.2,0,0,75
6524,3,2.0,1,2,2,3,2,2,2,0.2,0.8,0.0,8.6,0,0,51
6525,3,2.0,0,2,2,3,2,2,2,0.6,0.4,0.0,5.6,0,0,43
6526,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,3.3,0,0,36
6527,3,2.0,1,2,2,3,3,2,2,0.0,1.0,0.0,6.5,0,0,69
6528,3,2.0,0,2,2,3,2,2,2,0.25,0.75,0.0,5.7,0,0,39
6529,3,2.0,0,2,2,3,2,2,2,0.125,0.875,0.0,6.5,0,0,101
6530,3,3.0,0,2,2,2,2,2,2,0.35,0.6,0.05,4.4,1,0,222
6531,3,1.0,0,2,2,3,2,2,2,0.0,0.0,1.0,21.1,0,0,29
6532,3,2.0,0,2,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.9,0,0,114
6533,3,2.0,0,3,2,3,2,2,2,0.0,0.3333333333333333,0.6666666666666666,12.2,0,0,73
6534,3,1.0,0,2,2,3,2,3,2,0.0,0.6666666666666666,0.3333333333333333,6.9,0,0,42
6535,3,2.0,0,2,2,2,3,2,1,0.4,0.5,0.1,5.6,0,0,118
6536,3,2.0,0,3,3,3,2,2,2,0.38461538461538464,0.6153846153846154,0.0,6.1,0,0,94
6537,3,1.0,1,2,2,3,2,2,2,0.25,0.75,0.0,4.5,0,0,38
6538,3,0.0,1,2,2,3,2,2,2,0.0,1.0,0.0,7.0,0,0,51
6539,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.9,0,0,26
